0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,6.553500000000000728e+04
4.166666666666666435e-02,6.553500000000000728e+04
6.250000000000000000e-02,5.809029284884471417e+04
8.333333333333332871e-02,5.133514681031565124e+04
1.041666666666666574e-01,4.683239198176795617e+04
1.250000000000000000e-01,4.390423281522480829e+04
1.458333333333333148e-01,4.203649880794749333e+04
1.666666666666666574e-01,4.086175790459999553e+04
1.875000000000000000e-01,4.012996982722297980e+04
2.083333333333333148e-01,3.967701103848624916e+04
2.291666666666666574e-01,3.939780066982522840e+04
2.500000000000000000e-01,3.922615628294165072e+04
2.708333333333333148e-01,3.912083169562491821e+04
2.916666666666666297e-01,3.905629176696058130e+04
3.125000000000000000e-01,3.901679330405401561e+04
3.333333333333333148e-01,3.899265503141366935e+04
3.541666666666666297e-01,3.897793286791585706e+04
3.750000000000000000e-01,3.896898083786014467e+04
3.958333333333333148e-01,3.896356391417667328e+04
4.166666666666666297e-01,3.896031250215538603e+04
4.375000000000000000e-01,3.895838752213880070e+04
4.583333333333333148e-01,3.895727498501049558e+04
4.791666666666666297e-01,3.895666006707328052e+04
5.000000000000000000e-01,3.895634994576227473e+04
5.208333333333332593e-01,3.892453166471933946e+04
5.416666666666666297e-01,3.890503620826111000e+04
5.625000000000000000e-01,3.889309330479100754e+04
5.833333333333332593e-01,3.888577791840407735e+04
6.041666666666666297e-01,3.888129733584859059e+04
6.250000000000000000e-01,3.887855315180835169e+04
6.458333333333332593e-01,3.887687248867288872e+04
6.666666666666666297e-01,3.887584319053767831e+04
6.875000000000000000e-01,3.887521281775370880e+04
7.083333333333332593e-01,3.887482676102708501e+04
7.291666666666666297e-01,3.887459033068977442e+04
7.500000000000000000e-01,3.887444553544316295e+04
7.708333333333332593e-01,3.887435685970522900e+04
7.916666666666666297e-01,3.887430255281289283e+04
8.125000000000000000e-01,3.887426929414369079e+04
8.333333333333332593e-01,3.887424892585000634e+04
8.541666666666666297e-01,3.887423645189013041e+04
8.750000000000000000e-01,3.887422881258272537e+04
8.958333333333332593e-01,3.887422413411542220e+04
9.166666666666666297e-01,3.887422126892699453e+04
9.375000000000000000e-01,3.887421951422739949e+04
9.583333333333332593e-01,3.887421843961375271e+04
9.791666666666666297e-01,3.887421778149854799e+04
1.000000000000000000e+00,3.887421737845545431e+04
1.020833333333333259e+00,3.887421713162369997e+04
1.041666666666666519e+00,3.887421698045890662e+04
1.062500000000000000e+00,3.887421688788252504e+04
1.083333333333333259e+00,3.887421683118688816e+04
1.104166666666666519e+00,3.887421679646530538e+04
1.125000000000000000e+00,3.887421677520112280e+04
1.145833333333333259e+00,3.833205660423463996e+04
1.166666666666666519e+00,3.333036449132595590e+04
1.187500000000000000e+00,3.720297659190374543e+04
1.208333333333333259e+00,3.637473356571832846e+04
1.229166666666666519e+00,3.358696123994735535e+04
1.250000000000000000e+00,3.746056365998285037e+04
1.270833333333333259e+00,3.930059442667655821e+04
1.291666666666666519e+00,4.077371797741557384e+04
1.312500000000000000e+00,3.165203237347820686e+04
1.333333333333333259e+00,3.265042380340294767e+04
1.354166666666666519e+00,3.891806097455979761e+04
1.375000000000000000e+00,4.040262531164645043e+04
1.395833333333333259e+00,3.205171164898860297e+04
1.416666666666666519e+00,3.459829192741522274e+04
1.437500000000000000e+00,3.894242102557537874e+04
1.458333333333333259e+00,3.716748466262161674e+04
1.479166666666666519e+00,3.381427390653168550e+04
1.500000000000000000e+00,3.643456075935751869e+04
1.520833333333333259e+00,3.987261006232287764e+04
1.541666666666666519e+00,3.690311814346796018e+04
1.562500000000000000e+00,3.433666544977818558e+04
1.583333333333333259e+00,3.713313617134279048e+04
1.604166666666666519e+00,4.047980707614132552e+04
1.625000000000000000e+00,3.742456771535589360e+04
1.645833333333333259e+00,3.428112885484163417e+04
1.666666666666666519e+00,3.750660858845202893e+04
1.687500000000000000e+00,4.077907931256583106e+04
1.708333333333333259e+00,3.764867157521931949e+04
1.729166666666666519e+00,3.408701478599039547e+04
1.750000000000000000e+00,3.628714436967052461e+04
1.770833333333333259e+00,4.087148033350781043e+04
1.791666666666666519e+00,3.901651245442307845e+04
1.812500000000000000e+00,3.457885622880250594e+04
1.833333333333333259e+00,3.406400585096039867e+04
1.854166666666666519e+00,4.087399306090219761e+04
1.875000000000000000e+00,4.101488525057196966e+04
1.895833333333333259e+00,3.460315542685832042e+04
1.916666666666666519e+00,3.472492930775896093e+04
1.937500000000000000e+00,4.115042539970570942e+04
1.958333333333333259e+00,4.117230393180056126e+04
1.979166666666666519e+00,3.338044224808266154e+04
2.000000000000000000e+00,3.484635918515744561e+04
2.020833333333333037e+00,4.336622668432984938e+04
2.041666666666666519e+00,4.130568790262571565e+04
2.062500000000000000e+00,3.171800019854273705e+04
2.083333333333333037e+00,3.494303540596153471e+04
2.104166666666666519e+00,4.457465197493454616e+04
2.125000000000000000e+00,4.139309220074334735e+04
2.145833333333333037e+00,3.240384792764455415e+04
2.166666666666666519e+00,3.553264968612525263e+04
2.187500000000000000e+00,4.430658822553163191e+04
2.208333333333333037e+00,4.147971393022373377e+04
2.229166666666666519e+00,3.189596808553472874e+04
2.250000000000000000e+00,3.521434664503605018e+04
2.270833333333333037e+00,4.373337370680289314e+04
2.291666666666666519e+00,4.155640181623918761e+04
2.312500000000000000e+00,3.197354086843217374e+04
2.333333333333333037e+00,3.519464657535075821e+04
2.354166666666666519e+00,4.480536793324323662e+04
2.375000000000000000e+00,4.161475463841696182e+04
2.395833333333333037e+00,3.203319702807534122e+04
2.416666666666666519e+00,3.524943531548485771e+04
2.437500000000000000e+00,4.485606974290200014e+04
2.458333333333333037e+00,4.166698968322583823e+04
2.479166666666666519e+00,3.208684016007613172e+04
2.500000000000000000e+00,3.596292826032337325e+04
